ordernumber,quantityordered,price,orderlinenumber,sales,orderdate,status,productline,msrp,productcode,customername,city,postalcode,country,territory,contactlastname,contactfirstname,dealsize,quarter,year,Phonenumber,Address
10223,28,60.57,5,1695.96,2004-02-20,Shipped,Motorcycles,60,182625,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Small,Q1,2004,0395204555,636 St Kilda Road
10236,23,55.72,2,1281.56,2004-04-03,Shipped,Motorcycles,60,182625,Motor Mint Distributors Inc.,Philadelphia,71270,USA,,Hernandez,Rosa,Small,Q2,2004,2155559857,11328 Douglas Av 
10251,29,61.18,6,1774.22,2004-05-18,Shipped,Motorcycles,60,182625,Tekni Collectables Inc.,Newark,94019,USA,,Brown,William,Small,Q2,2004,2015559350,7476 Moss Rd 
10263,34,58.75,6,1997.5,2004-06-28,Shipped,Motorcycles,60,182625,Gift Depot Inc.,Bridgewater,97562,USA,,King,Julie,Small,Q2,2004,2035552570,25593 South Bay Ln 
10275,37,63.6,5,2353.2000000000003,2004-07-23,Shipped,Motorcycles,60,182625,La Rochelle Gifts,Nantes,44000,France,EMEA,Labrune,Janine,Small,Q3,2004,40678555,67  rue des Cinquante Otages
10285,20,49.06,10,981.2,2004-08-27,Shipped,Motorcycles,60,182625,Marta's Replicas Co.,Cambridge,51247,USA,,Hernandez,Marta,Small,Q3,2004,6175558555,39323 Spinnaker Dr 
10298,32,48.46,2,1550.72,2004-09-27,Shipped,Motorcycles,60,182625,Atelier graphique,Nantes,44000,France,EMEA,Schmitt,Carine,Small,Q3,2004,40322555,54  rue Royale
10308,34,52.09,3,1771.0600000000002,2004-10-15,Shipped,Motorcycles,60,182625,Mini Classics,White Plains,24067,USA,,Frick,Steve,Small,Q4,2004,9145554562,3758 North Pendale Street
10318,42,52.7,5,2213.4,2004-11-02,Shipped,Motorcycles,60,182625,Diecast Classics Inc.,Allentown,70267,USA,,Yu,Kyung,Small,Q4,2004,2155551555,7586 Pompton St 
10329,38,100.0,12,3800.0,2004-11-15,Shipped,Motorcycles,60,182625,Land of Toys Inc.,NYC,10022,USA,,Yu,Kwai,Medium,Q4,2004,2125557818,897 Long Airport Avenue
10339,30,62.16,1,1864.8,2004-11-23,Shipped,Motorcycles,60,182625,"Tokyo Collectables, Ltd",Minato-ku,1060032,Japan,JP,Shimamura,Akiko,Small,Q4,2004,81335840555,2-2-8 Roppongi
10362,23,49.67,3,1142.41,2005-01-05,Shipped,Motorcycles,60,182625,Technics Stores Inc.,Burlingame,94217,USA,,Hirano,Juri,Small,Q1,2005,6505556809,9408 Furth Circle
10374,22,53.3,4,1172.6,2005-02-02,Shipped,Motorcycles,60,182625,"Australian Gift Network, Co",South Brisbane,4101,Australia,APAC,Calaghan,Tony,Small,Q1,2005,61738446555,31 Duncan St  West End
10389,39,100.0,5,3900.0,2005-03-03,Shipped,Motorcycles,60,182625,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q1,2005,0695346555,?kergatan 24
10402,55,55.72,2,3064.6,2005-04-07,Shipped,Motorcycles,60,182625,Auto Canal Petit,Paris,75016,France,EMEA,Perrier,Dominique,Medium,Q2,2005,147556555,25  rue Lauriston
10417,36,61.18,6,2202.48,2005-05-13,Disputed,Motorcycles,60,182625,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q2,2005,915559444,  Moralzarzal  86
10101,26,100.0,1,2600.0,2003-01-09,Shipped,Vintage Cars,168,182795,"Blauer See Auto, Co.",Frankfurt,60528,Germany,EMEA,Keitel,Roland,Medium,Q1,2003,496966902555,Lyonerstr  34
10110,31,100.0,1,3100.0,2003-03-18,Shipped,Vintage Cars,168,182795,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Medium,Q1,2003,1715551555,Fauntleroy Circus
10125,34,100.0,2,3400.0,2003-05-21,Shipped,Vintage Cars,168,182795,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q2,2003,0395204555,636 St Kilda Road
10139,41,100.0,8,4100.0,2003-07-16,Shipped,Vintage Cars,168,182795,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Large,Q3,2003,61294958555,Monitor Money Building  815 Pacific Hwy
10149,23,100.0,5,2300.0,2003-09-12,Shipped,Vintage Cars,168,182795,Signal Collectibles Ltd.,Brisbane,94217,USA,,Taylor,Sue,Medium,Q3,2003,4155554312,2793 Furth Circle
10162,48,100.0,3,4800.0,2003-10-18,Shipped,Vintage Cars,168,182795,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Large,Q4,2003,6505551386,7734 Strong St 
10173,22,100.0,7,2200.0,2003-11-05,Shipped,Vintage Cars,168,182795,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q4,2003,035640555,Via Ludovico il Moro 22
10182,21,100.0,4,2100.0,2003-11-12,Shipped,Vintage Cars,168,182795,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2003,4155551450,5677 Strong St 
10193,22,100.0,8,2200.0,2003-11-21,Shipped,Vintage Cars,168,182795,"Australian Collectables, Ltd",Glen Waverly,3150,Australia,APAC,Connery,Sean,Medium,Q4,2003,61938446555,7 Allen Street
10205,40,100.0,3,4000.0,2003-12-03,Shipped,Vintage Cars,168,182795,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Large,Q4,2003,915559444,  Moralzarzal  86
10214,50,100.0,1,5000.0,2004-01-26,Shipped,Vintage Cars,168,182795,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Large,Q1,2004,915552282,  Araquil  67
10227,29,100.0,4,2900.0,2004-03-02,Shipped,Vintage Cars,168,182795,"Saveley & Henriot, Co.",Lyon,69004,France,EMEA,Saveley,Mary,Medium,Q1,2004,78325555,2  rue du Commerce
10244,43,100.0,8,4300.0,2004-04-29,Shipped,Vintage Cars,168,182795,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q2,2004,915559444,  Moralzarzal  86
10255,24,100.0,1,2400.0,2004-06-04,Shipped,Vintage Cars,168,182795,Mini Caravy,Strasbourg,67000,France,EMEA,Citeaux,Frederique,Medium,Q2,2004,88601555,24  place Kluber
10280,22,100.0,10,2200.0,2004-08-17,Shipped,Vintage Cars,168,182795,Amica Models & Co.,Torino,10100,Italy,EMEA,Accorti,Paolo,Medium,Q3,2004,0114988555,Via Monte Bianco 34
10289,43,100.0,3,4300.0,2004-09-03,Shipped,Vintage Cars,168,182795,Herkku Gifts,Bergen,5804,Norway,EMEA,Oeztan,Veysel,Large,Q3,2004,4722673215,Drammen 121  PR 744 Sentrum
10304,20,100.0,14,2000.0,2004-10-11,Shipped,Vintage Cars,168,182795,Auto Assoc. & Cie.,Versailles,78000,France,EMEA,Tonini,Daniel,Medium,Q4,2004,30598555,67  avenue de l'Europe
10312,25,100.0,11,2500.0,2004-10-21,Shipped,Vintage Cars,168,182795,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2004,4155551450,5677 Strong St 
10322,36,100.0,2,3600.0,2004-11-04,Shipped,Vintage Cars,168,182795,Online Diecast Creations Co.,Nashua,62005,USA,,Young,Valarie,Medium,Q4,2004,6035558647,2304 Long Airport Avenue
10332,24,52.67,1,1264.08,2004-11-17,Shipped,Vintage Cars,168,182795,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Small,Q4,2004,1715551555,Fauntleroy Circus
10347,21,100.0,6,2100.0,2004-11-29,Shipped,Vintage Cars,168,182795,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q4,2004,0395204555,636 St Kilda Road
10356,30,100.0,1,3000.0,2004-12-09,Shipped,Vintage Cars,168,182795,Lyon Souveniers,Paris,75508,France,EMEA,Da Cunha,Daniel,Medium,Q4,2004,33146627555,27 rue du Colonel Pierre Avia
10367,32,94.79,7,3033.28,2005-01-12,Resolved,Vintage Cars,168,182795,Toys4GrownUps.com,Pasadena,90003,USA,,Young,Julie,Medium,Q1,2005,6265557265,78934 Hillside Dr 
10380,21,47.18,8,990.78,2005-02-16,Shipped,Vintage Cars,168,182795,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q1,2005,915559444,  Moralzarzal  86
10390,26,78.11,7,2030.86,2005-03-04,Shipped,Vintage Cars,168,182795,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q1,2005,4155551450,5677 Strong St 
10421,35,100.0,1,3500.0,2005-05-29,In Process,Vintage Cars,168,182795,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q2,2005,4155551450,5677 Strong St 
10109,26,100.0,1,2600.0,2003-03-10,Shipped,Classic Cars,132,182870,Motor Mint Distributors Inc.,Philadelphia,71270,USA,,Hernandez,Rosa,Medium,Q1,2003,2155559857,11328 Douglas Av 
10123,46,100.0,3,4600.0,2003-05-20,Shipped,Classic Cars,132,182870,Atelier graphique,Nantes,44000,France,EMEA,Schmitt,Carine,Medium,Q2,2003,40322555,54  rue Royale
10137,37,100.0,3,3700.0,2003-07-10,Shipped,Classic Cars,132,182870,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Medium,Q3,2003,26471555,59 rue de l'Abbaye
10148,27,100.0,10,2700.0,2003-09-11,Shipped,Classic Cars,132,182870,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Medium,Q3,2003,0299368555,201 Miller Street
10161,23,100.0,9,2300.0,2003-10-17,Shipped,Classic Cars,132,182870,Heintze Collectables,Aaarhus,8200,Denmark,EMEA,Ibsen,Palle,Medium,Q4,2003,86213555,Smagsloget 45
10172,39,100.0,7,3900.0,2003-11-05,Shipped,Classic Cars,132,182870,Gift Depot Inc.,Bridgewater,97562,USA,,King,Julie,Medium,Q4,2003,2035552570,25593 South Bay Ln 
10181,27,100.0,3,2700.0,2003-11-12,Shipped,Classic Cars,132,182870,Herkku Gifts,Bergen,5804,Norway,EMEA,Oeztan,Veysel,Medium,Q4,2003,4722673215,Drammen 121  PR 744 Sentrum
10192,38,100.0,8,3800.0,2003-11-20,Shipped,Classic Cars,132,182870,Online Diecast Creations Co.,Nashua,62005,USA,,Young,Valarie,Medium,Q4,2003,6035558647,2304 Long Airport Avenue
10204,27,100.0,14,2700.0,2003-12-02,Shipped,Classic Cars,132,182870,Muscle Machine Inc,NYC,10022,USA,,Young,Jeff,Medium,Q4,2003,2125557413,4092 Furth Circle
10212,40,100.0,7,4000.0,2004-01-16,Shipped,Classic Cars,132,182870,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q1,2004,915559444,  Moralzarzal  86
10226,24,100.0,5,2400.0,2004-02-26,Shipped,Classic Cars,132,182870,Collectable Mini Designs Co.,San Diego,91217,USA,,Thompson,Valarie,Medium,Q1,2004,7605558146,361 Furth Circle
10241,44,100.0,12,4400.0,2004-04-13,Shipped,Classic Cars,132,182870,Mini Caravy,Strasbourg,67000,France,EMEA,Citeaux,Frederique,Medium,Q2,2004,88601555,24  place Kluber
10253,37,100.0,2,3700.0,2004-06-01,Cancelled,Classic Cars,132,182870,"UK Collectables, Ltd.",Liverpool,16,UK,EMEA,Devon,Elizabeth,Medium,Q2,2004,1715552282,Berkeley Gardens 12  Brewery
10266,20,100.0,3,2000.0,2004-07-06,Shipped,Classic Cars,132,182870,L'ordine Souveniers,Reggio Emilia,42100,Italy,EMEA,Moroni,Maurizio,Small,Q3,2004,0522556555,Strada Provinciale 124
10278,39,100.0,3,3900.0,2004-08-06,Shipped,Classic Cars,132,182870,Signal Gift Stores,Las Vegas,83030,USA,,King,Sue,Medium,Q3,2004,7025551838,8489 Strong St 
10287,44,100.0,1,4400.0,2004-08-30,Shipped,Classic Cars,132,182870,"Vida Sport, Ltd",Gensve,1203,Switzerland,EMEA,Holz,Michael,Medium,Q3,2004,0897034555,Grenzacherweg 237
10301,22,100.0,5,2200.0,2003-10-05,Shipped,Classic Cars,132,182870,"Norway Gifts By Mail, Co.",Oslo,0106,Norway,EMEA,Klaeboe,Jan,Medium,Q4,2003,4722121555,Drammensveien 126 A  PB 744 Sentrum
10311,43,100.0,10,4300.0,2004-10-16,Shipped,Classic Cars,132,182870,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q4,2004,915559444,  Moralzarzal  86
10321,27,100.0,7,2700.0,2004-11-04,Shipped,Classic Cars,132,182870,FunGiftIdeas.com,New Bedford,50553,USA,,Benitez,Violeta,Small,Q4,2004,5085552555,1785 First Street
10331,26,64.9,10,1687.4,2004-11-17,Shipped,Classic Cars,132,182870,Motor Mint Distributors Inc.,Philadelphia,71270,USA,,Hernandez,Rosa,Small,Q4,2004,2155559857,11328 Douglas Av 
10343,25,52.32,3,1308.0,2004-11-24,Shipped,Classic Cars,132,182870,Reims Collectables,Reims,51100,France,EMEA,Henriot,Paul,Small,Q4,2004,26471555,59 rue de l'Abbaye
10366,49,100.0,2,4900.0,2005-01-10,Shipped,Classic Cars,132,182870,Royale Belge,Charleroi,6000,Belgium,EMEA,Cartrain,Pascale,Medium,Q1,2005,07123672555,Boulevard Tirou  255
10379,29,100.0,5,2900.0,2005-02-10,Shipped,Classic Cars,132,182870,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q1,2005,915559444,  Moralzarzal  86
10407,41,100.0,12,4100.0,2005-04-22,On Hold,Classic Cars,132,182870,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Medium,Q2,2005,4085553659,3086 Ingle Ln 
10419,55,100.0,2,5500.0,2005-05-17,Shipped,Classic Cars,132,182870,Salzburg Collectables,Salzburg,5020,Austria,EMEA,Pipps,Georg,Large,Q2,2005,65629555,Geislweg 14
10103,27,83.07,12,2242.89,2003-01-29,Shipped,Vintage Cars,101,182949,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Q1,2003,07989555,Erling Skakkes gate 78
10112,23,100.0,2,2300.0,2003-03-24,Shipped,Vintage Cars,101,182949,"Volvo Model Replicas, Co",Lule,95822,Sweden,EMEA,Berglund,Christina,Small,Q1,2003,0921123555,Berguvsv„gen  8
10126,31,90.17,12,2795.27,2003-05-28,Shipped,Vintage Cars,101,182949,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Small,Q2,2003,915552282,  Araquil  67
10139,46,100.0,1,4600.0,2003-07-16,Shipped,Vintage Cars,101,182949,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Medium,Q3,2003,61294958555,Monitor Money Building  815 Pacific Hwy
10150,47,91.18,9,4285.46,2003-09-19,Shipped,Vintage Cars,101,182949,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Medium,Q3,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10163,31,100.0,2,3100.0,2003-10-20,Shipped,Vintage Cars,101,182949,Classic Legends Inc.,NYC,10022,USA,,Hernandez,Maria,Medium,Q4,2003,2125558493,5905 Pompton St 
10174,46,100.0,5,4600.0,2003-11-06,Shipped,Vintage Cars,101,182949,"Australian Gift Network, Co",South Brisbane,4101,Australia,APAC,Calaghan,Tony,Medium,Q4,2003,61738446555,31 Duncan St  West End
10183,37,89.15,9,3298.55,2003-11-13,Shipped,Vintage Cars,101,182949,"Classic Gift Ideas, Inc",Philadelphia,71270,USA,,Cervantes,Francisca,Medium,Q4,2003,2155554695,782 First Street
10193,28,93.21,1,2609.8799999999997,2003-11-21,Shipped,Vintage Cars,101,182949,"Australian Collectables, Ltd",Glen Waverly,3150,Australia,APAC,Connery,Sean,Small,Q4,2003,61938446555,7 Allen Street
10206,37,90.17,7,3336.29,2003-12-05,Shipped,Vintage Cars,101,182949,Canadian Gift Exchange Network,Vancouver,321,Canada,,Tannamuri,Yoshi,Medium,Q4,2003,6045553392,1900 Oak St 
10215,49,100.0,4,4900.0,2004-01-29,Shipped,Vintage Cars,101,182949,West Coast Collectables Co.,Burbank,94019,USA,,Thompson,Steve,Medium,Q1,2004,3105553722,3675 Furth Circle
10228,24,100.0,3,2400.0,2004-03-10,Shipped,Vintage Cars,101,182949,Cambridge Collectables Co.,Cambridge,51247,USA,,Tseng,Kyung,Small,Q1,2004,6175555555,4658 Baden Av 
10244,30,100.0,1,3000.0,2004-04-29,Shipped,Vintage Cars,101,182949,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Medium,Q2,2004,915559444,  Moralzarzal  86
10257,50,88.14,1,4407.0,2004-06-14,Shipped,Vintage Cars,101,182949,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Medium,Q2,2004,4085553659,3086 Ingle Ln 
10270,31,96.24,10,2983.44,2004-07-19,Shipped,Vintage Cars,101,182949,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Small,Q3,2004,61294958555,Monitor Money Building  815 Pacific Hwy
10280,46,100.0,3,4600.0,2004-08-17,Shipped,Vintage Cars,101,182949,Amica Models & Co.,Torino,10100,Italy,EMEA,Accorti,Paolo,Medium,Q3,2004,0114988555,Via Monte Bianco 34
10291,47,100.0,12,4700.0,2004-09-08,Shipped,Vintage Cars,101,182949,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q3,2004,0695346555,?kergatan 24
10304,46,100.0,7,4600.0,2004-10-11,Shipped,Vintage Cars,101,182949,Auto Assoc. & Cie.,Versailles,78000,France,EMEA,Tonini,Daniel,Medium,Q4,2004,30598555,67  avenue de l'Europe
10312,37,100.0,4,3700.0,2004-10-21,Shipped,Vintage Cars,101,182949,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2004,4155551450,5677 Strong St 
10322,33,100.0,12,3300.0,2004-11-04,Shipped,Vintage Cars,101,182949,Online Diecast Creations Co.,Nashua,62005,USA,,Young,Valarie,Medium,Q4,2004,6035558647,2304 Long Airport Avenue
10333,31,90.17,5,2795.27,2004-11-18,Shipped,Vintage Cars,101,182949,Mini Wheels Co.,San Francisco,,USA,,Murphy,Julie,Small,Q4,2004,6505555787,5557 North Pendale Street
10347,48,100.0,9,4800.0,2004-11-29,Shipped,Vintage Cars,101,182949,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium,Q4,2004,0395204555,636 St Kilda Road
10357,41,87.13,6,3572.33,2004-12-10,Shipped,Vintage Cars,101,182949,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2004,4155551450,5677 Strong St 
10369,42,100.0,1,4200.0,2005-01-20,Shipped,Vintage Cars,101,182949,Collectables For Less Inc.,Brickhaven,58339,USA,,Nelson,Allen,Medium,Q1,2005,6175558555,7825 Douglas Av 
10381,41,100.0,8,4100.0,2005-02-17,Shipped,Vintage Cars,101,182949,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Medium,Q1,2005,6505551386,7734 Strong St 
10391,32,45.25,6,1448.0,2005-03-09,Shipped,Vintage Cars,101,182949,"Anna's Decorations, Ltd",North Sydney,2060,Australia,APAC,O'Hara,Anna,Small,Q1,2005,0299368555,201 Miller Street
10423,10,88.14,1,881.4,2005-05-30,In Process,Vintage Cars,101,182949,Petit Auto,Bruxelles,1180,Belgium,EMEA,Dewey,Catherine,Small,Q2,2005,02555467,Rue Joseph-Bens 532
10103,35,57.46,14,2011.1000000000001,2003-01-29,Shipped,Vintage Cars,62,182957,Baane Mini Imports,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Q1,2003,07989555,Erling Skakkes gate 78
10111,28,64.33,2,1801.24,2003-03-25,Shipped,Vintage Cars,62,182957,Mini Wheels Co.,San Francisco,,USA,,Murphy,Julie,Small,Q1,2003,6505555787,5557 North Pendale Street
10126,46,73.7,14,3390.2000000000003,2003-05-28,Shipped,Vintage Cars,62,182957,"Corrida Auto Replicas, Ltd",Madrid,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Q2,2003,915552282,  Araquil  67
10139,20,71.2,3,1424.0,2003-07-16,Shipped,Vintage Cars,62,182957,Souveniers And Things Co.,Chatswood,2067,Australia,APAC,Huxley,Adrian,Small,Q3,2003,61294958555,Monitor Money Building  815 Pacific Hwy
10150,30,49.97,11,1499.1,2003-09-19,Shipped,Vintage Cars,62,182957,"Dragon Souveniers, Ltd.",Singapore,79903,Singapore,JP,Natividad,Eric,Small,Q3,2003,652217555,Bronz Sok   Bronz Apt  3 6 Tesvikiye
10163,48,69.96,4,3358.08,2003-10-20,Shipped,Vintage Cars,62,182957,Classic Legends Inc.,NYC,10022,USA,,Hernandez,Maria,Medium,Q4,2003,2125558493,5905 Pompton St 
10173,28,53.72,2,1504.1599999999999,2003-11-05,Shipped,Vintage Cars,62,182957,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Small,Q4,2003,035640555,Via Ludovico il Moro 22
10183,39,68.08,11,2655.12,2003-11-13,Shipped,Vintage Cars,62,182957,"Classic Gift Ideas, Inc",Philadelphia,71270,USA,,Cervantes,Francisca,Small,Q4,2003,2155554695,782 First Street
10193,24,51.84,3,1244.16,2003-11-21,Shipped,Vintage Cars,62,182957,"Australian Collectables, Ltd",Glen Waverly,3150,Australia,APAC,Connery,Sean,Small,Q4,2003,61938446555,7 Allen Street
10206,28,67.46,9,1888.8799999999999,2003-12-05,Shipped,Vintage Cars,62,182957,Canadian Gift Exchange Network,Vancouver,321,Canada,,Tannamuri,Yoshi,Small,Q4,2003,6045553392,1900 Oak St 
10215,31,58.71,6,1820.01,2004-01-29,Shipped,Vintage Cars,62,182957,West Coast Collectables Co.,Burbank,94019,USA,,Thompson,Steve,Small,Q1,2004,3105553722,3675 Furth Circle
10228,45,63.71,5,2866.95,2004-03-10,Shipped,Vintage Cars,62,182957,Cambridge Collectables Co.,Cambridge,51247,USA,,Tseng,Kyung,Small,Q1,2004,6175555555,4658 Baden Av 
10244,24,58.09,3,1394.16,2004-04-29,Shipped,Vintage Cars,62,182957,Euro Shopping Channel,Madrid,28034,Spain,EMEA,Freyre,Diego,Small,Q2,2004,915559444,  Moralzarzal  86
10257,49,53.72,3,2632.2799999999997,2004-06-14,Shipped,Vintage Cars,62,182957,The Sharp Gifts Warehouse,San Jose,94217,USA,,Frick,Sue,Small,Q2,2004,4085553659,3086 Ingle Ln 
10269,32,63.08,1,2018.56,2004-07-16,Shipped,Vintage Cars,62,182957,Salzburg Collectables,Salzburg,5020,Austria,EMEA,Pipps,Georg,Small,Q3,2004,65629555,Geislweg 14
10280,43,68.71,5,2954.5299999999997,2004-08-17,Shipped,Vintage Cars,62,182957,Amica Models & Co.,Torino,10100,Italy,EMEA,Accorti,Paolo,Small,Q3,2004,0114988555,Via Monte Bianco 34
10291,37,50.59,14,1871.8300000000002,2004-09-08,Shipped,Vintage Cars,62,182957,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Small,Q3,2004,0695346555,?kergatan 24
10304,24,64.96,9,1559.04,2004-10-11,Shipped,Vintage Cars,62,182957,Auto Assoc. & Cie.,Versailles,78000,France,EMEA,Tonini,Daniel,Small,Q4,2004,30598555,67  avenue de l'Europe
10312,35,53.72,6,1880.2,2004-10-21,Shipped,Vintage Cars,62,182957,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Small,Q4,2004,4155551450,5677 Strong St 
10322,41,29.87,13,1224.67,2004-11-04,Shipped,Vintage Cars,62,182957,Online Diecast Creations Co.,Nashua,62005,USA,,Young,Valarie,Small,Q4,2004,6035558647,2304 Long Airport Avenue
10332,26,100.0,17,2600.0,2004-11-17,Shipped,Vintage Cars,62,182957,"AV Stores, Co.",Manchester,25,UK,EMEA,Ashworth,Victoria,Small,Q4,2004,1715551555,Fauntleroy Circus
10347,34,64.96,10,2208.64,2004-11-29,Shipped,Vintage Cars,62,182957,"Australian Collectors, Co.",Melbourne,3004,Australia,APAC,Ferguson,Peter,Small,Q4,2004,0395204555,636 St Kilda Road
10357,49,70.58,5,3458.42,2004-12-10,Shipped,Vintage Cars,62,182957,Mini Gifts Distributors Ltd.,San Rafael,97562,USA,,Nelson,Valarie,Medium,Q4,2004,4155551450,5677 Strong St 
10369,28,44.21,6,1237.88,2005-01-20,Shipped,Vintage Cars,62,182957,Collectables For Less Inc.,Brickhaven,58339,USA,,Nelson,Allen,Small,Q1,2005,6175558555,7825 Douglas Av 
10381,40,68.08,4,2723.2,2005-02-17,Shipped,Vintage Cars,62,182957,Corporate Gift Ideas Co.,San Francisco,,USA,,Brown,Julie,Small,Q1,2005,6505551386,7734 Strong St 
10392,37,59.96,3,2218.52,2005-03-10,Shipped,Vintage Cars,62,182957,Mini Auto Werke,Graz,8010,Austria,EMEA,Mendel,Roland,Small,Q1,2005,76753555,Kirchgasse 6
10423,31,53.72,3,1665.32,2005-05-30,In Process,Vintage Cars,62,182957,Petit Auto,Bruxelles,1180,Belgium,EMEA,Dewey,Catherine,Small,Q2,2005,02555467,Rue Joseph-Bens 532
10106,41,83.44,18,3421.04,2003-02-17,Shipped,Ships,86,183029,Rovelli Gifts,Bergamo,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Q1,2003,035640555,Via Ludovico il Moro 22
10119,21,89.46,9,1878.6599999999999,2003-04-28,Shipped,Ships,86,183029,Salzburg Collectables,Salzburg,5020,Austria,EMEA,Pipps,Georg,Small,Q2,2003,65629555,Geislweg 14
10130,40,96.34,2,3853.6000000000004,2003-06-16,Shipped,Ships,86,183029,Auto-Moto Classics Inc.,Brickhaven,58339,USA,,Taylor,Leslie,Medium,Q2,2003,6175558428,16780 Pompton St 
10143,46,74.84,13,3442.6400000000003,2003-08-10,Shipped,Ships,86,183029,Mini Creations Ltd.,New Bedford,50553,USA,,Tam,Wing C,Medium,Q3,2003,5085559555,4575 Hillside Dr 
10155,44,79.14,11,3482.16,2003-10-06,Shipped,Ships,86,183029,"Toys of Finland, Co.",Helsinki,21240,Finland,EMEA,Karttunen,Matti,Medium,Q4,2003,902248555,Keskuskatu 45
10167,46,73.12,7,3363.5200000000004,2003-10-23,Cancelled,Ships,86,183029,Scandinavian Gift Ideas,Boras,84467,Sweden,EMEA,Larsson,Maria,Medium,Q4,2003,0695346555,?kergatan 24
